Date,Strategy,Daily_Return,Tickers_Count,Cumulative_Return,Sectors_Count,Selected_Sectors
2020-04-27,Buy and Hold,0.010194015178429031,27.0,-0.03357963915988915,,
2020-04-28,Buy and Hold,-0.010780806501902713,27.0,-0.043998430069605354,,
2020-04-29,Buy and Hold,0.030304356377497295,27.0,-0.015027417796987685,,
2020-04-30,Buy and Hold,-0.006730380367248527,27.0,-0.021656657926524936,,
2020-05-01,Buy and Hold,-0.023719318456244944,27.0,-0.0448622952167127,,
2020-05-04,Buy and Hold,0.0034157680083741386,27.0,-0.04159976640112206,,
2020-05-05,Buy and Hold,0.009144764059606958,27.0,-0.03283542239018811,,
2020-05-06,Buy and Hold,-0.009699906214149337,27.0,-0.042216828086650615,,
2020-05-07,Buy and Hold,0.015191205531207886,27.0,-0.027666947067782832,,
2020-05-08,Buy and Hold,0.015182736876212497,27.0,-0.012904270169068588,,
2020-05-11,Buy and Hold,-0.0011726807625843715,27.0,-0.014061818342270493,,
2020-05-12,Buy and Hold,-0.017681634086695368,27.0,-0.031494816502444234,,
2020-05-13,Buy and Hold,-0.01567470491285794,27.0,-0.046675849460341756,,
2020-05-14,Buy and Hold,0.010028905589328055,27.0,-0.0371150515585531,,
2020-05-15,Buy and Hold,0.007732808208853338,27.0,-0.029669246925063897,,
2020-05-18,Buy and Hold,0.035161646741495786,27.0,0.004449180236966388,,
2020-05-19,Buy and Hold,-0.01468961451992741,27.0,-0.010305791025571831,,
2020-05-20,Buy and Hold,0.012785626935128592,27.0,0.0023480699102322866,,
2020-05-21,Buy and Hold,-0.009203880878059791,27.0,-0.006877422323574689,,
2020-05-22,Buy and Hold,-0.0023709703977777075,27.0,-0.00923208655661012,,
2020-05-26,Buy and Hold,0.010904624317461713,27.0,0.0015718653252854153,,
2020-05-27,Buy and Hold,0.02057381856871251,27.0,0.022178023166014915,,
2020-05-28,Buy and Hold,-0.003046025872590937,27.0,0.019064442461057318,,
2020-05-29,Buy and Hold,0.002907139170059075,27.0,0.022027004618550228,,
2020-06-01,Buy and Hold,0.00425154931712064,27.0,0.026372202832115166,,
2020-06-02,Buy and Hold,0.006268764804074206,27.0,0.032806288773109316,,
2020-06-03,Buy and Hold,0.014364590127658543,27.0,0.04764212779260313,,
2020-06-04,Buy and Hold,-0.0010233889607135854,27.0,0.046569982404241594,,
2020-06-05,Buy and Hold,0.02830042703731853,27.0,0.0761883598307207,,
2020-06-08,Buy and Hold,0.015278729380229398,27.0,0.0926311505427273,,
2020-06-09,Buy and Hold,-0.006963153517356566,27.0,0.08502299210365227,,
2020-06-10,Buy and Hold,-0.006452744435271669,27.0,0.07802161602921354,,
2020-06-11,Buy and Hold,-0.05748305937384483,27.0,0.016053635468718186,,
2020-06-12,Buy and Hold,0.01649534174132979,27.0,0.032813787413295215,,
2020-06-15,Buy and Hold,0.007997434323381998,27.0,0.04107364784641643,,
2020-06-16,Buy and Hold,0.01860309474573295,27.0,0.06044083955458923,,
2020-06-17,Buy and Hold,-0.0017045985050492378,27.0,0.05863321368479135,,
2020-06-18,Buy and Hold,0.0031530560679939607,27.0,0.06197114356298017,,
2020-06-19,Buy and Hold,-0.002759116949758949,27.0,0.059041040980620574,,
2020-06-22,Buy and Hold,0.00876540994541271,27.0,0.06832396985383227,,
2020-06-23,Buy and Hold,0.001523824383474954,27.0,0.06995190796854622,,
2020-06-24,Buy and Hold,-0.02302476530391202,27.0,0.04531651640109757,,
2020-06-25,Buy and Hold,0.019131454465257255,27.0,0.0653149417364065,,
2020-06-26,Buy and Hold,-0.029180447406026138,27.0,0.034228575108213644,,
2020-06-29,Buy and Hold,0.01671247121651403,27.0,0.051513090401006156,,
2020-06-30,Buy and Hold,0.012354008377879006,27.0,0.06450349192926974,,
2020-07-01,Buy and Hold,0.010903692885801227,27.0,0.07611051108112954,,
2020-07-02,Buy and Hold,0.0023252155198118427,27.0,0.07861269994252806,,
2020-07-06,Buy and Hold,0.019555877815870183,27.0,0.09970591811325002,,
2020-07-07,Buy and Hold,-0.009452094772348919,27.0,0.08931139355353057,,
2020-07-08,Buy and Hold,0.012715810312193418,27.0,0.1031628706048684,,
2020-07-09,Buy and Hold,-0.005986220202789257,27.0,0.09655909474188662,,
2020-07-10,Buy and Hold,0.02295015187281573,27.0,0.12172529250373021,,
2020-07-13,Buy and Hold,-0.007308180278692487,27.0,0.1135275218429439,,
2020-07-14,Buy and Hold,0.016756399881404933,27.0,0.1321862342778941,,
2020-07-15,Buy and Hold,0.011197020221382475,27.0,0.14486334643747467,,
2020-07-16,Buy and Hold,-0.004205955204395079,27.0,0.1400481024872049,,
2020-07-17,Buy and Hold,-0.005487317293581474,27.0,0.13379229681891225,,
2020-07-20,Buy and Hold,0.00453760994077117,27.0,0.13893700401572762,,
2020-07-21,Buy and Hold,0.002763545556900866,27.0,0.1420845083127653,,
2020-07-22,Buy and Hold,0.00623718287863891,27.0,0.1492078982539724,,
2020-07-23,Buy and Hold,-0.012967197322713769,27.0,0.13430589267249204,,
2020-07-24,Buy and Hold,-0.003476940041816141,27.0,0.13036197909459113,,
2020-07-27,Buy and Hold,0.011503936403306532,27.0,0.14336559141481087,,
2020-07-28,Buy and Hold,-0.010819965479239751,27.0,0.130994415185552,,
2020-07-29,Buy and Hold,0.009604581292447175,27.0,0.1418571429875055,,
2020-07-30,Buy and Hold,-0.006868073569712899,27.0,0.1340147841233652,,
2020-07-31,Buy and Hold,0.0006011085991958847,27.0,0.13469645016171716,,
2020-08-03,Buy and Hold,0.009913992119417675,27.0,0.14594582182655147,,
2020-08-04,Buy and Hold,0.0027845148874433446,27.0,0.14913672502763098,,
2020-08-05,Buy and Hold,0.007656100241020148,27.0,0.1579346309850802,,
2020-08-06,Buy and Hold,0.003972168322981247,27.0,0.16253414224636198,,
2020-08-07,Buy and Hold,-0.0028881478867539044,27.0,0.15917657172015387,,
2020-08-10,Buy and Hold,0.004981429224769868,27.0,0.16495092777118914,,
2020-08-11,Buy and Hold,-0.006014271457813655,27.0,0.15794459665654137,,
2020-08-12,Buy and Hold,0.010652001730797698,27.0,0.17027902450429466,,
2020-08-13,Buy and Hold,-0.00021390965186476136,27.0,0.17002869052557834,,
2020-08-14,Buy and Hold,0.002262564141734007,27.0,0.17267595548556147,,
2020-08-17,Buy and Hold,-0.0005202575771835102,27.0,0.17206586193413909,,
2020-08-18,Buy and Hold,0.0011727520653994458,27.0,0.1734404045945066,,
2020-08-19,Buy and Hold,-0.0026983733107479274,27.0,0.1702740243249956,,
2020-08-20,Buy and Hold,0.004285122882319918,27.0,0.17528879232521533,,
2020-08-21,Buy and Hold,0.003548709458882118,27.0,0.17945955077945808,,
2020-08-24,Buy and Hold,0.008306884541626256,27.0,0.18925718508930145,,
2020-08-25,Buy and Hold,0.00017808477117530646,27.0,0.18946897368297644,,
2020-08-26,Buy and Hold,0.02367761230084422,27.0,0.21763275888572498,,
2020-08-27,Buy and Hold,-0.0030519357563453496,27.0,0.2139166219307842,,
2020-08-28,Buy and Hold,0.0034246922814471044,27.0,0.218073912816231,,
2020-08-31,Buy and Hold,-0.002922750433883119,27.0,0.21451378675904564,,
2020-09-01,Buy and Hold,0.01637460898570344,27.0,0.23440097512497116,,
2020-09-02,Buy and Hold,0.008971916845270673,27.0,0.24547591802751345,,
2020-09-03,Buy and Hold,-0.03333858763520269,27.0,0.2039535099868186,,
2020-09-04,Buy and Hold,-0.00766144931732788,27.0,0.19472948118963562,,
2020-09-08,Buy and Hold,-0.024643218464215178,27.0,0.16528750157904093,,
2020-09-09,Buy and Hold,0.014269802162771102,27.0,0.18191592368932374,,
2020-09-10,Buy and Hold,-0.020169397289860294,27.0,0.1580773918612215,,
2020-09-11,Buy and Hold,0.004940780851579416,27.0,0.16379919846357627,,
2020-09-14,Buy and Hold,0.00851000359758665,27.0,0.17370313382936975,,
2020-09-15,Buy and Hold,0.005787541105018199,27.0,0.18049598896149588,,
2020-09-16,Buy and Hold,-0.0032775358599117805,27.0,0.1766268710251926,,
2020-09-17,Buy and Hold,-0.006670410705021536,27.0,0.16877828654889027,,
2020-09-18,Buy and Hold,-0.003954379049135259,27.0,0.16415649417947709,,
2020-09-21,Buy and Hold,-0.008003630421864541,27.0,0.1548390158468511,,
2020-09-22,Buy and Hold,0.009145433497808157,27.0,0.16540051926695254,,
2020-09-23,Buy and Hold,-0.02497987855818475,27.0,0.13628895582401857,,
2020-09-24,Buy and Hold,0.002201032417867603,27.0,0.13878996465185223,,
2020-09-25,Buy and Hold,0.01821511334940357,27.0,0.15953315293914883,,
2020-09-28,Buy and Hold,0.015196662740578354,27.0,0.1771541872008846,,
2020-09-29,Buy and Hold,-0.004072951641742772,27.0,0.17235969512154026,,
2020-09-30,Buy and Hold,0.010621117683375345,27.0,0.18481146541067206,,
2020-10-01,Buy and Hold,0.008118421163503508,27.0,0.19443026388622364,,
2020-10-02,Buy and Hold,-0.010201308217710361,27.0,0.18224551261975908,,
2020-10-05,Buy and Hold,0.01914976861464871,27.0,0.2048852406321342,,
2020-10-06,Buy and Hold,-0.015164080965565012,27.0,0.18661426328897424,,
2020-10-07,Buy and Hold,0.021949108749064083,27.0,0.21265938879709467,,
2020-10-08,Buy and Hold,0.0071775017180981645,27.0,0.2213632536436536,,
2020-10-09,Buy and Hold,0.009341167367907556,27.0,0.2327722122129512,,
2020-10-12,Buy and Hold,0.010981563335320412,27.0,0.24630997833939094,,
2020-10-13,Buy and Hold,0.0028520304597320144,27.0,0.24986449235988273,,
2020-10-14,Buy and Hold,-0.0069612158303934005,27.0,0.24116391586982044,,
2020-10-15,Buy and Hold,0.0030153657093886822,27.0,0.244906478981465,,
2020-10-16,Buy and Hold,0.0009792545318043717,27.0,0.24612555929268032,,
2020-10-19,Buy and Hold,-0.010719979587423094,27.0,0.2327671187336966,,
2020-10-20,Buy and Hold,-0.0019021319640019298,27.0,0.2304222329929826,,
2020-10-21,Buy and Hold,-0.018465859654539837,27.0,0.20770142872270858,,
2020-10-22,Buy and Hold,0.00341661196903974,27.0,0.2118276758791089,,
2020-10-23,Buy and Hold,0.005758298542245339,27.0,0.218805741418576,,
2020-10-26,Buy and Hold,-0.015385093739584261,27.0,0.20005430083650766,,
2020-10-27,Buy and Hold,-0.006051155597482915,27.0,0.1927925855367174,,
2020-10-28,Buy and Hold,-0.0303737713866444,27.0,0.1565629762319407,,
2020-10-29,Buy and Hold,0.011408586622163763,27.0,0.16975772513027043,,
2020-10-30,Buy and Hold,-0.013111356093613198,27.0,0.15442061505283244,,
2020-11-02,Buy and Hold,0.017428398573520826,27.0,0.17454031765346234,,
2020-11-03,Buy and Hold,0.02183266577470163,27.0,0.20018366384770236,,
2020-11-04,Buy and Hold,0.014825486740951226,27.0,0.21797697084278278,,
2020-11-05,Buy and Hold,0.02590368768950633,27.0,0.24952706590850515,,
2020-11-06,Buy and Hold,0.0008738963693166827,27.0,0.2506190230747656,,
2020-11-09,Buy and Hold,-0.002899536529040298,27.0,0.24699280753344754,,
2020-11-10,Buy and Hold,0.007886691140596369,27.0,0.256827454661009,,
2020-11-11,Buy and Hold,0.006062332506207393,27.0,0.26444676059409433,,
2020-11-12,Buy and Hold,-0.005665021465987378,27.0,0.2572836425527305,,
2020-11-13,Buy and Hold,0.01034489808933444,27.0,0.27029011370432565,,
2020-11-16,Buy and Hold,0.01393728577093369,27.0,0.2879945100310146,,
2020-11-17,Buy and Hold,-0.001351856380136062,27.0,0.2862533264350491,,
2020-11-18,Buy and Hold,-0.0073206193436123265,27.0,0.2768371554527631,,
2020-11-19,Buy and Hold,0.002178202572734299,27.0,0.27961836542973306,,
2020-11-20,Buy and Hold,-0.003369962185072751,27.0,0.27530609992691013,,
2020-11-23,Buy and Hold,0.004595686176767652,27.0,0.28116700654149174,,
2020-11-24,Buy and Hold,0.013239567549319181,27.0,0.29812910366655676,,
2020-11-25,Buy and Hold,-0.0033092459789090356,27.0,0.29383327515014335,,
2020-11-27,Buy and Hold,0.00574164129276969,27.0,0.3012620017087049,,
2020-11-30,Buy and Hold,-0.005420765007308588,27.0,0.29420816618450196,,
2020-12-01,Buy and Hold,0.009733093341366062,27.0,0.3068048150691338,,
2020-12-02,Buy and Hold,0.002342887024198836,27.0,0.3098665111135199,,
2020-12-03,Buy and Hold,-0.0011302362452436062,27.0,0.30838605250622875,,
2020-12-04,Buy and Hold,0.009047276744011483,27.0,0.3202233832112573,,
2020-12-07,Buy and Hold,-6.0207420278776246e-05,27.0,0.32014389596716253,,
2020-12-08,Buy and Hold,0.0026943704872771975,27.0,0.3237008527194156,,
2020-12-09,Buy and Hold,-0.01063455328424937,27.0,0.30962388546876474,,
2020-12-10,Buy and Hold,0.002206244769339909,27.0,0.3125132363158827,,
2020-12-11,Buy and Hold,0.0005715922180613779,27.0,0.3132634586678633,,
2020-12-14,Buy and Hold,0.0006874841306520204,27.0,0.3141663064550628,,
2020-12-15,Buy and Hold,0.011854010327364006,27.0,0.32974444742365505,,
2020-12-16,Buy and Hold,0.003338942583284781,27.0,0.33418438778404447,,
2020-12-17,Buy and Hold,0.007107309895189366,27.0,0.343666849685349,,
2020-12-18,Buy and Hold,0.0025527442291386174,27.0,0.34709688748176815,,
2020-12-21,Buy and Hold,-0.003872528802995908,27.0,0.34188021598456886,,
2020-12-22,Buy and Hold,7.748573458679284e-05,27.0,0.34198419255883206,,
2020-12-23,Buy and Hold,-0.0015626373401490044,27.0,0.33988715794964985,,
2020-12-24,Buy and Hold,0.002342778801852642,27.0,0.3430262171801688,,
2020-12-28,Buy and Hold,0.004961264114811869,27.0,0.3496893249567161,,
2020-12-29,Buy and Hold,-0.0005942621997873658,27.0,0.3488872556094378,,
2020-12-30,Buy and Hold,-0.0002514041332664825,27.0,0.348548139778067,,
2020-12-31,Buy and Hold,0.010912038348304681,27.0,0.36326354879386025,,
2021-01-04,Buy and Hold,-0.017696568315895958,27.0,0.33913846227005906,,
2021-01-05,Buy and Hold,0.007017851058935375,27.0,0.34853633654556204,,
2021-01-06,Buy and Hold,0.010772144511796979,27.0,0.3630629648422401,,
2021-01-07,Buy and Hold,0.016759454003629295,27.0,0.38590715590556424,,
2021-01-08,Buy and Hold,0.0005535058221158575,27.0,0.3866742635852698,,
2021-01-11,Buy and Hold,-0.004877343688161988,27.0,0.3799109766182356,,
2021-01-12,Buy and Hold,0.0013237884976794536,27.0,0.38173768689690446,,
2021-01-13,Buy and Hold,0.000371309528012194,27.0,0.38225073926526276,,
2021-01-14,Buy and Hold,-0.010576155735432805,27.0,0.3676318401813763,,
2021-01-15,Buy and Hold,-0.007252759762221724,27.0,0.35771273500137557,,
2021-01-19,Buy and Hold,0.0035975017562263783,27.0,0.362597108949994,,
2021-01-20,Buy and Hold,0.030816730375902608,27.0,0.4045878966674903,,
2021-01-21,Buy and Hold,-0.002945419007592325,27.0,0.40045079677881157,,
2021-01-22,Buy and Hold,-0.005752133789707319,27.0,0.39239521642983766,,
2021-01-25,Buy and Hold,-0.005635675438778045,27.0,0.38454812890753187,,
2021-01-26,Buy and Hold,-0.004292572902834333,27.0,0.3786048551267134,,
2021-01-27,Buy and Hold,-0.03356390890493249,27.0,0.3323334873533428,,
2021-01-28,Buy and Hold,0.01746244025824686,27.0,0.35559928128031215,,
2021-01-29,Buy and Hold,-0.01623713736112745,27.0,0.3335882295435182,,
2021-02-01,Buy and Hold,0.017869824315638667,27.0,0.35741921691486467,,
2021-02-02,Buy and Hold,0.02006064081332049,27.0,0.38464991625849265,,
2021-02-03,Buy and Hold,-0.001335365767941881,27.0,0.3828009021597374,,
2021-02-04,Buy and Hold,0.01542241062651366,27.0,0.4041270254875584,,
2021-02-05,Buy and Hold,-0.000423446620124554,27.0,0.4035324526443902,,
2021-02-08,Buy and Hold,0.006088702432477002,27.0,0.4120781441028665,,
2021-02-09,Buy and Hold,0.00327909252955098,27.0,0.41670847899633645,,
2021-02-10,Buy and Hold,-0.0007813331038236835,27.0,0.41560155776322905,,
2021-02-11,Buy and Hold,0.00045438178834484927,27.0,0.41624478133062937,,
2021-02-12,Buy and Hold,0.002074585324558343,27.0,0.4191829019699602,,
2021-02-16,Buy and Hold,0.003121293646934593,27.0,0.4236125885457174,,
2021-02-17,Buy and Hold,-0.003687709447242793,27.0,0.41836271895372357,,
2021-02-18,Buy and Hold,-0.0060206571132116376,27.0,0.4098232433607407,,
2021-02-19,Buy and Hold,0.00787750193281218,27.0,0.42092912868523835,,
2021-02-22,Buy and Hold,-0.00411700662688811,27.0,0.41507915404610296,,
2021-02-23,Buy and Hold,0.00647933369452436,27.0,0.4242479240893329,,
2021-02-24,Buy and Hold,0.013241294445153626,27.0,0.44310681021509857,,
2021-02-25,Buy and Hold,-0.014715226830906552,27.0,0.4218711661615575,,
2021-02-26,Buy and Hold,-0.007859029831372719,27.0,0.410696638250325,,
2021-03-01,Buy and Hold,0.02373043542177375,27.0,0.44417308372403763,,
2021-03-02,Buy and Hold,-0.006498942172104191,27.0,0.43478748636640563,,
2021-03-03,Buy and Hold,-0.015156468705590908,27.0,0.4130411747301197,,
2021-03-04,Buy and Hold,-0.010247949355737676,27.0,0.3985604003339134,,
2021-03-05,Buy and Hold,0.01914205949976044,27.0,0.42533172673111386,,
2021-03-08,Buy and Hold,-0.008790807013508343,27.0,0.41280191059119,,
2021-03-09,Buy and Hold,0.010822159858037788,27.0,0.42809147871534914,,
2021-03-10,Buy and Hold,0.007411938576310662,27.0,0.43867640503694005,,
2021-03-11,Buy and Hold,0.009576017072384986,27.0,0.45245319485321134,,
2021-03-12,Buy and Hold,0.006494704712444097,27.0,0.46188644946242907,,
2021-03-15,Buy and Hold,0.0060235650420260725,27.0,0.4706922175748227,,
2021-03-16,Buy and Hold,-0.0034712563650725068,27.0,0.46558706785350346,,
2021-03-17,Buy and Hold,0.005046008299576958,27.0,0.4729824323616447,,
2021-03-18,Buy and Hold,-0.011905160801492396,27.0,0.45544633964660597,,
2021-03-19,Buy and Hold,-0.0015835683785485393,27.0,0.4531415408464674,,
2021-03-22,Buy and Hold,0.007251766542718287,27.0,0.46367938405421194,,
2021-03-23,Buy and Hold,-0.0073688594760539655,27.0,0.4528937363551193,,
2021-03-24,Buy and Hold,-0.002806896202517205,27.0,0.44881561444388307,,
2021-03-25,Buy and Hold,-0.001849087334781982,27.0,0.44613662784078056,,
2021-03-26,Buy and Hold,0.014276810059532075,27.0,0.4667828457965957,,
2021-03-29,Buy and Hold,0.0015696119201450654,27.0,0.46908512563562255,,
2021-03-30,Buy and Hold,-0.0007836173202449382,27.0,0.4679339250862604,,
2021-03-31,Buy and Hold,0.004036354314054025,27.0,0.47385902651752865,,
2021-04-01,Buy and Hold,0.012536820228587665,27.0,0.49233653217525997,,
2021-04-05,Buy and Hold,0.011391483825995793,27.0,0.5093364596444772,,
2021-04-06,Buy and Hold,-3.405257379856169e-05,27.0,0.5092850628532983,,
2021-04-07,Buy and Hold,0.0009762106159926062,27.0,0.5107584429542147,,
2021-04-08,Buy and Hold,0.006862527193567784,27.0,0.5211260638519002,,
2021-04-09,Buy and Hold,0.005507597465413095,27.0,0.5295038139057446,,
2021-04-12,Buy and Hold,0.0004770594153112486,27.0,0.5302334781009228,,
2021-04-13,Buy and Hold,0.0024412750294218787,27.0,0.5339691988801958,,
2021-04-14,Buy and Hold,-0.002861703132169945,27.0,0.529579434419108,,
2021-04-15,Buy and Hold,0.011316855180552737,27.0,0.5468894633655808,,
2021-04-16,Buy and Hold,0.00132073103533651,27.0,0.5489324882880826,,
2021-04-19,Buy and Hold,-0.0005370318918523145,27.0,0.5481006621435458,,
2021-04-20,Buy and Hold,-0.012663967315995107,27.0,0.5284955659562895,,
2021-04-21,Buy and Hold,-0.003765760121695008,27.0,0.5227396183078237,,
2021-04-22,Buy and Hold,-0.0086779174014489,27.0,0.5095254096762347,,
2021-04-23,Buy and Hold,0.011870257197402773,27.0,0.5274438645351065,,
2021-04-26,Buy and Hold,0.0013440408479053652,27.0,0.5294968114819241,,
2021-04-27,Buy and Hold,0.0007530464198837792,27.0,0.530648593580034,,
2021-04-28,Buy and Hold,-0.0040102038088531645,27.0,0.5245103807600435,,
2021-04-29,Buy and Hold,0.0054551286618294,27.0,0.532826781033384,,
2021-04-30,Buy and Hold,-0.007496134437422271,27.0,0.5213365054134766,,
2021-05-03,Buy and Hold,0.0017483016690078988,27.0,0.5239962605650137,,
2021-05-04,Buy and Hold,-0.0016852299552284119,27.0,0.5214279764150533,,
2021-05-05,Buy and Hold,-1.8738643434022774e-05,27.0,0.5213994669186928,,
2021-05-06,Buy and Hold,0.00808734722032572,27.0,0.5337035526684828,,
2021-05-07,Buy and Hold,0.009803454101468496,27.0,0.5487391450523273,,
2021-05-10,Buy and Hold,-0.010748347252688618,27.0,0.5320927589174729,,
2021-05-11,Buy and Hold,-0.00628570583171682,27.0,0.5224624745280142,,
2021-05-12,Buy and Hold,-0.01934745148257861,27.0,0.4930067056680367,,
2021-05-13,Buy and Hold,0.011686997310335576,27.0,0.5104554710214919,,
2021-05-14,Buy and Hold,0.013839449814951428,27.0,0.5313593437104127,,
2021-05-17,Buy and Hold,-0.0037031963903502545,27.0,0.5256884193164553,,
2021-05-18,Buy and Hold,-0.012625613614625414,27.0,0.5064256668378571,,
2021-05-19,Buy and Hold,-0.008201489714297865,27.0,0.4940707322259321,,
